Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-01864,C2602,car-19,Compact,2026-03-16 12:41,2026/03/18 08:41,2026-03-23 06:41,HYD,UPI,"79,576km","79,923km",11%,22.802583,84.89,74,1,0,1000/day,DISC15,,1050.0,premium,DL12345,,
RES-01865,C3098, CAR-14,Luxury,2026-03-29 03:06,2026-03-31 07:06:00,2026-04-08 03:06,Delhi,wallet,"75,997km","77,147 km",0.43,24.763971,84.6892,176 kmh,1,0,₹1200/day,DISC15,60.0,1260.0,eco,,,good service
RES-01866,C1416,CAR 29,Luxury,2026-03-07 01:58,2026-03-07 20:58:00,2026-03-09 02:58,BENGALURU,upi,"60,454 km",61098km,11 %,16.6717,83.10343,135 kmh,1,0,1500/day,,,1575.0,eco,DL12345,scratch on door,good service
RES-01867,C5400,car-11,SUV,2026-01-01 03:36,04/01/2026 00:36,2026-01-12 01:36,blr,upi,110808,110852km,27%,15.6077,82.138808,136 kmh,0,1,₹1000/day,BOGUS99,50.0,1050.0,eco,,scratch on door,
RES-01868,C1162,CAR-11,SUV,2026-03-30 05:04,01-04-2026 03:04,2026-04-04 19:04,Mumbai,UPI,10818,"12,059km",0.67,20.3391,81.851419,61,0,0,1200,BOGUS99,60.0,1260.0,standard,DL12345,scratch on door,
RES-01869,C8235,CAR 16,Luxury,2026-03-14 01:06,16-03-2026 20:06,2026-03-17 12:06,Kolkata,Card,116431km,"117,911km",0.3,27.5231,85.1206,74,6,0,₹1200/day,SAVE10,60.0,1260.0,premium,DL12345,Contact Rahul 9876543210,
RES-01870,C3512,CAR 03,Compact,2026-03-01 02:08,01-03-2026 19:08,2026-03-04 15:08,kolkata,wallet,95735km,96359km,42 %,20.765471,77.3,41,5,0,₹1000/day,,50.0,1050.0,standard,,scratch on door,email test@gmail.com
RES-01871,C1121,CAR 10,Luxury,2026-03-27 10:44,28/03/2026 10:44,2026-04-03 21:44,Hyderabad,card,88160,89602,71 %,24.38067,85.5875,78,3,0,"₹ 2,000 /day",,100.0,2100.0,eco,DL12345,Contact Rahul 9876543210,
RES-01872,C3787,CAR 19,Luxury,2026-03-04 13:24,05/03/2026 20:24,2026-03-08 05:24,Delhi,Card,"12,463km","13,223 km",0.74,22.86,73.642858,149 kmh,4,1,1500/day,DISC15,,1575.0,premium,DL12345,,
RES-01873,C8099,CAR-09,SUV,2026-03-19 11:10,21-03-2026 01:10,2026-03-26 23:10,kolkata,wallet,12163km,"12,447 km",28%,27.38,74.815142,57,1,0,3000,DISC15,150.0,3150.0,eco,,scratch on door,email test@gmail.com
RES-01874,C8828,CAR-05 ,Compact,2026-03-07 08:12,09/03/2026 16:12,2026-03-13 06:12,bangalore,card,22201km,"23,251km",0.10,21.527,77.2277,96,3,0,3000/day,BOGUS99,,3150.0,premium,DL12345,scratch on door,email test@gmail.com
RES-01875,C4550, CAR-28,SUV,2026-03-01 12:42,03/03/2026 04:42,2026-03-07 04:42,BENGALURU,upi,"65,726km",65850km,0.52,23.23,74.53,144 kmh,3,1,₹800/day,DISC15,40.0,840.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-01876,C9737, CAR-06,Luxury,2026-03-12 15:11,2026-03-13 05:11,2026-03-13 11:11,mumbai,card,"86,656km",87917,0.9,14.57,75.4253,176 kmh,4,0,2500/day,SAVE10,125.0,2625.0,eco,DL12345,,email test@gmail.com
RES-01877,C1208,car-03,Compact,2026-01-22 17:26,2026-01-23 17:26,2026-01-26 13:26,mumbai,UPI,88753,"90,038km",0.96,13.02,81.566853,60,4,1,800/day,SAVE10,,840.0,eco,INVALID,,
RES-01878,C7462,CAR-06 ,Economy,2026-02-04 12:36,2026-02-06 18:36,2026-02-07 01:36,mumbai,card,"44,838km",46639,0.76,24.1761,85.5355,88,2,0,1000,,50.0,1050.0,standard,,,email test@gmail.com
RES-01879,C8050,car-07,Economy,2025-12-30 09:58,01-01-2026 08:58,2026-01-02 01:58,HYD,wallet,43287,"44,873km",0.6,18.6831,86.3785,151 kmh,5,0,₹3000/day,SAVE10,150.0,3150.0,premium,DL12345,scratch on door,
RES-01880,C4598, CAR-08,Compact,2026-01-05 13:45,2026-01-06 00:45,2026-01-06 16:45,Chennai,upi,"47,147 km","47,397km",0.9,21.585225,78.6169,95,0,0,₹1500/day,BOGUS99,,1575.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-01881,C7263,CAR-28,Economy,2026-01-20 04:53,2026-01-21 09:53:00,2026-01-27 20:53,Hyderabad,cash,81794,"81,469km",0.2,12.04,78.796,151 kmh,0,1,₹1000/day,BOGUS99,,1050.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-01882,C2816,CAR-30 ,Economy,2026-01-17 10:31,2026/01/19 14:31,2026-01-22 17:31,HYD,upi,"11,174km","12,792 km",0.7,15.525953,84.52,72,5,0,"₹ 1,000 /day",DISC15,,1050.0,premium,,,email test@gmail.com
RES-01883,C1241, CAR-19,Compact,2026-02-20 07:13,20/02/2026 09:13,2026-02-24 07:13,Hyderabad,upi,"18,396 km",19261km,49%,22.23,74.89,47,4,0,₹1200/day,BOGUS99,60.0,1260.0,eco,,,
RES-01884,C4652,CAR-22,Compact,2026-02-03 18:05,2026-02-04 13:05:00,2026-02-11 17:05,mumbai,UPI,27879,"29,078km",0.74,26.3685,75.895695,176 kmh,4,0,"₹ 2,000 /day",DISC15,100.0,2100.0,standard,,scratch on door,email test@gmail.com
RES-01885,C8131,car-10,Compact,2026-01-02 08:59,02/01/2026 20:59,2026-01-10 14:59,Kolkata,card,39544,"40,762 km",0.65,22.7668,76.412776,135 kmh,1,0,2000/day,,100.0,2100.0,eco,INVALID,Contact Rahul 9876543210,
RES-01886,C8532,CAR-06 ,Luxury,2026-02-13 06:57,14-02-2026 08:57,2026-02-22 11:57,kolkata,cash,"48,449 km","49,483km",33 %,15.5655,86.755973,158 kmh,1,0,2500/day,BOGUS99,125.0,2625.0,eco,,,email test@gmail.com
RES-01887,C5112, CAR-20,Compact,2026-02-15 12:26,2026/02/16 15:26,2026-02-24 04:26,Chennai,Card,"77,105 km",78580km,70%,21.14,73.05,162 kmh,6,1,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard,,scratch on door,good service
RES-01888,C8231,CAR-01,Luxury,2026-02-21 08:30,24-02-2026 02:30,2026-02-25 07:30,Chennai,upi,64967,"65,487km",0.17,15.36,81.032497,85,2,0,2500,,,2625.0,eco,INVALID,Contact Rahul 9876543210,
RES-01889,C4591, CAR-15,SUV,2026-02-05 22:11,2026/02/08 22:11,2026-02-12 03:11,Delhi,card,"41,940km","43,327 km",0.4,26.3979,72.98554,159 kmh,2,1,"₹ 1,500 /day",DISC15,75.0,1575.0,eco,,scratch on door,email test@gmail.com
RES-01890,C9208,CAR-27 ,SUV,2026-01-21 05:17,22-01-2026 07:17,2026-01-26 00:17,Hyderabad,upi,32254,32800,0.99,13.424192,76.8,152 kmh,6,0,₹800/day,,40.0,840.0,premium,INVALID,,email test@gmail.com
RES-01891,C3241,CAR 14,Economy,2026-02-13 08:49,15/02/2026 09:49,2026-02-17 22:49,delhi,upi,"119,873km",120935,65 %,21.1244,80.76,60,5,0,"₹ 3,000 /day",SAVE10,,3150.0,eco,DL12345,scratch on door,
RES-01892,C6552,CAR 08,SUV,2026-01-26 15:27,26-01-2026 16:27,2026-01-26 23:27,kolkata,card,"45,741 km",45995km,0.9,17.9147,84.15,174 kmh,6,1,1200,BOGUS99,60.0,1260.0,premium,DL12345,,
RES-01893,C1262,CAR-27,Compact,2026-02-02 11:05,2026-02-04 05:05:00,2026-02-06 21:05,Hyderabad,Card,"54,685km","56,041 km",1.0,21.39,75.3801,92,6,1,"₹ 2,500 /day",BOGUS99,125.0,2625.0,eco,INVALID,,
RES-01894,C2537,car-10,Luxury,2026-03-26 08:03,28-03-2026 13:03,2026-04-04 14:03,CHENNAI,Card,39413,41037,24 %,20.61,79.750049,164 kmh,4,1,₹1200/day,,60.0,1260.0,eco,,,email test@gmail.com
RES-01895,C8395, CAR-27,Luxury,2026-01-25 16:03,2026-01-28 14:03:00,2026-01-29 15:03,delhi,card,"115,957 km",116236,0.5,21.013661,86.258424,41,6,1,2000/day,,,2100.0,eco,,Contact Rahul 9876543210,
RES-01896,C2100, CAR-12,Economy,2026-01-14 22:56,2026-01-17 21:56:00,2026-01-22 08:56,CHENNAI,cash,"89,541 km",89915km,0.17,17.67,82.53,159 kmh,2,1,3000/day,DISC15,150.0,3150.0,standard,DL12345,,email test@gmail.com
RES-01897,C2802,CAR 01,SUV,2026-03-18 20:02,2026/03/19 18:02,2026-03-24 23:02,Delhi,wallet,"97,860km",99462km,15 %,21.61,80.999507,82,1,0,1500,DISC15,75.0,1575.0,standard,INVALID,,good service
RES-01898,C6952,CAR-14 ,Economy,2026-02-27 13:53,28/02/2026 20:53,2026-03-04 02:53,Delhi,upi,51992,"53,163 km",0.71,23.718164,79.576839,73,0,1,"₹ 1,200 /day",,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01899,C5024,CAR-07,Luxury,2026-03-29 13:28,01-04-2026 07:28,2026-04-07 18:28,HYD,wallet,"72,615 km","72,806 km",0.68,15.7384,81.761678,99,1,0,"₹ 1,200 /day",DISC15,60.0,1260.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-01900,C3222,car-06,Luxury,2026-01-25 01:52,2026-01-28 00:52:00,2026-01-29 10:52,HYD,cash,"39,858km","40,349 km",0.1,26.05,74.312823,169 kmh,1,0,₹3000/day,BOGUS99,150.0,3150.0,standard,DL12345,scratch on door,
RES-01901,C9324,CAR 21,Luxury,2026-03-21 22:49,2026/03/24 08:49,2026-03-29 23:49,Delhi,cash,"102,737 km","103,791 km",0.82,22.8,74.76,93,1,0,1000,DISC15,50.0,1050.0,premium,INVALID,,
RES-01902,C7794, CAR-07,Compact,2026-02-11 18:38,2026/02/12 21:38,2026-02-21 01:38,kolkata,card,45008km,45595,68%,21.659589,84.420926,146 kmh,4,0,"₹ 3,000 /day",DISC15,150.0,3150.0,standard,INVALID,Contact Rahul 9876543210,good service
RES-01903,C1358, CAR-28,Compact,2026-01-03 05:54,04-01-2026 23:54,2026-01-11 22:54,Mumbai,wallet,67365,67603km,8 %,27.866055,72.272917,90,4,0,800/day,BOGUS99,40.0,840.0,eco,DL12345,,
RES-01904,C9930,CAR-28 ,Luxury,2026-02-27 15:16,28/02/2026 01:16,2026-03-07 16:16,BENGALURU,card,"26,504 km","26,786 km",0.14,25.63,75.8169,83,2,0,"₹ 2,000 /day",DISC15,,2100.0,premium,DL12345,Contact Rahul 9876543210,
RES-01905,C1242,car-16,Compact,2026-01-26 08:53,2026/01/27 05:53,2026-01-31 15:53,Chennai,wallet,"34,381km",36213km,85 %,23.315352,73.45,135 kmh,4,0,2500/day,,125.0,2625.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-01906,C7859, CAR-23,Compact,2026-03-13 21:59,2026-03-14 17:59,2026-03-20 20:59,mumbai,UPI,"35,492 km","36,338 km",77 %,25.706714,87.295655,159 kmh,4,0,₹2000/day,SAVE10,100.0,2100.0,standard,,Contact Rahul 9876543210,good service
RES-01907,C3811,CAR 13,SUV,2026-02-27 13:58,2026/02/28 23:58,2026-03-04 09:58,Mumbai,upi,"42,716km","43,553 km",14%,18.67,80.23,128 kmh,0,0,1500,SAVE10,,1575.0,premium,DL12345,,
RES-01908,C6354,CAR 10,Economy,2026-03-30 11:34,2026-03-31 18:34,2026-04-01 20:34,bangalore,Card,115070,116667km,0.5,14.437851,74.045908,176 kmh,0,0,₹ 800 /day,SAVE10,,840.0,premium,,,email test@gmail.com
RES-01909,C2040, CAR-20,Luxury,2026-03-13 20:26,2026-03-14 19:84:84,2026-03-21 08:26,Mumbai,Card,"18,745km",19246,93%,21.43841,73.321914,152 kmh,2,0,1000/day,SAVE10,50.0,1050.0,standard,DL12345,Contact Rahul 9876543210,
RES-01910,C9398, CAR-24,Compact,2026-02-02 13:33,2026-02-03 19:33,2026-02-06 20:33,blr,wallet,"92,634km",94510km,31 %,16.72,82.54,151 kmh,6,0,₹1500/day,DISC15,,1575.0,standard,DL12345,Contact Rahul 9876543210,
RES-01911,C8724,CAR-17,Luxury,2026-03-26 17:04,2026-03-28 23:04:00,2026-03-30 07:04,kolkata,wallet,"21,456km",22856km,84 %,21.3888,85.0129,175 kmh,2,0,2000/day,DISC15,100.0,2100.0,standard,INVALID,scratch on door,good service
RES-01912,C1848,CAR-04 ,SUV,2026-02-02 01:14,2026/02/04 21:14,2026-02-11 22:14,Chennai,wallet,44998,"45,869 km",39 %,23.83,77.073182,152 kmh,2,0,800/day,BOGUS99,40.0,840.0,eco,,,email test@gmail.com
RES-01913,C2874,CAR-16,Compact,2026-03-06 20:21,2026/03/07 02:21,2026-03-12 00:21,HYD,UPI,"46,681 km",46385,0.63,27.6992,86.8549,49,4,0,3000/day,SAVE10,150.0,3150.0,eco,,scratch on door,good service
RES-01914,C9480,CAR-21,Luxury,2026-02-26 20:13,2026/02/27 01:13,2026-03-04 23:13,mumbai,upi,"34,335km",35936,63 %,20.430947,75.4345,70,5,0,"₹ 1,000 /day",DISC15,50.0,1050.0,premium,DL12345,scratch on door,good service
RES-01915,C5901,CAR 27,SUV,2026-03-07 15:38,2026-03-09 05:38:00,2026-03-16 07:38,Bengaluru,card,101706km,101965km,28 %,13.8494,87.53,85,2,0,₹ 800 /day,,40.0,840.0,standard,DL12345,,good service
RES-01916,C8650, CAR-21,Economy,2026-01-18 16:32,19/01/2026 16:32,2026-01-25 20:32,BENGALURU,cash,"29,384km",29983km,22%,19.11,81.5872,172 kmh,0,0,1200/day,SAVE10,,1260.0,premium,INVALID,Contact Rahul 9876543210,good service
RES-01917,C2805,CAR-06 ,Luxury,2025-12-30 11:59,01/01/2026 13:59,2026-01-09 09:59,Hyderabad,UPI,"117,184km","118,073km",0.27,15.6178,74.55,73,5,0,₹3000/day,,150.0,3150.0,standard,,Contact Rahul 9876543210,
RES-01918,C8475,car-02,Luxury,2026-03-12 09:33,2026-03-13 01:33,2026-03-15 18:33,mumbai,Card,52933km,"53,672km",0.57,14.55,80.4392,169 kmh,0,0,"₹ 1,200 /day",DISC15,60.0,1260.0,premium,,,
RES-01919,C5146,CAR 11,Luxury,2026-02-03 06:20,04/02/2026 06:20,2026-02-11 08:20,Bengaluru,upi,"77,977 km","79,058 km",53%,24.78413,81.93,127 kmh,6,1,"₹ 3,000 /day",,,3150.0,standard,DL12345,,
RES-01920,C5886, CAR-06,Compact,2026-01-02 04:47,02-01-2026 23:47,2026-01-10 03:47,Hyderabad,cash,"35,821km",36415,0.66,15.207588,83.9233,132 kmh,1,0,3000,,,3150.0,premium,,,email test@gmail.com
RES-01921,C5362,CAR-19 ,Luxury,2026-01-11 04:14,2026-01-12 04:14:00,2026-01-12 10:14,Kolkata,upi,"42,197km",43361km,73%,16.326219,82.8,51,2,0,800,,40.0,840.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-01922,C6214, CAR-05,Economy,2026-03-18 11:41,2026-03-20 12:78:78,2026-03-23 06:41,delhi,upi,"113,521 km","114,814 km",84%,22.891,75.5995,52,2,0,800/day,BOGUS99,40.0,840.0,premium,,Contact Rahul 9876543210,good service
RES-01923,C8202, CAR-26,SUV,2026-03-28 16:16,31/03/2026 13:16,2026-04-08 04:16,Kolkata,upi,"5,498km",6854km,81 %,16.071876,75.825873,121 kmh,0,0,3000,SAVE10,,3150.0,premium,DL12345,,good service
RES-01924,C8401,car-16,SUV,2026-02-20 00:17,21/02/2026 22:17,2026-02-23 08:17,delhi,card,"15,952km","17,827 km",40%,14.34,81.102427,93,3,0,"₹ 2,500 /day",,125.0,2625.0,premium,DL12345,scratch on door,good service
RES-01925,C8595,CAR 20,Luxury,2026-01-18 02:08,2026-01-20 06:08,2026-01-24 11:08,Delhi,upi,"41,828 km","42,433km",0.4,21.12864,85.0344,49,0,0,3000,,150.0,3150.0,standard,DL12345,scratch on door,good service
RES-01926,C3210,CAR-24,SUV,2026-02-16 19:19,17/02/2026 18:19,2026-02-25 00:19,mumbai,upi,106479,"107,647 km",0.5,18.49,86.899564,123 kmh,2,0,₹1000/day,DISC15,,1050.0,premium,DL12345,,email test@gmail.com
RES-01927,C7523,CAR-03 ,Luxury,2026-01-20 07:36,22/01/2026 13:36,2026-01-26 19:36,Mumbai,Card,"7,731 km","9,279 km",0.47,15.5564,74.2019,63,0,0,"₹ 1,000 /day",,50.0,1050.0,eco,,scratch on door,email test@gmail.com
RES-01928,C5062, CAR-07,Luxury,2026-02-15 20:37,18/02/2026 19:37,2026-02-20 14:37,HYD,wallet,33259,"34,059km",76 %,15.8265,87.9,137 kmh,5,0,800/day,,40.0,840.0,standard,,,email test@gmail.com
RES-01929,C5933,car-04,SUV,2026-03-05 12:39,2026-03-05 14:39,2026-03-10 09:39,Chennai,UPI,102660,"104,089 km",0.8,15.63,86.81,51,4,0,1500/day,DISC15,,1575.0,eco,DL12345,,email test@gmail.com
RES-01930,C4279,CAR 20,Compact,2026-03-06 14:57,08/03/2026 08:57,2026-03-09 12:57,Chennai,upi,30165km,31008,86%,13.493938,82.62,87,6,0,"₹ 1,200 /day",DISC15,60.0,1260.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-01931,C1813,CAR-21 ,Luxury,2026-01-15 21:00,2026/01/17 12:64,2026-01-20 18:00,Mumbai,Card,"11,909 km",12234,27%,18.1375,82.774351,86,5,0,₹1000/day,DISC15,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-01932,C4567,CAR-10,Economy,2026-03-25 11:14,2026/03/25 21:14,2026-04-02 20:14,mumbai,Card,25980,27759,0.6,17.38666,82.7584,64,3,1,2000,BOGUS99,100.0,2100.0,standard,,,
RES-01933,C8123, CAR-21,Luxury,2026-01-17 22:53,20/01/2026 20:53,2026-01-21 08:53,Delhi,wallet,"17,090 km",17708km,0.9,17.4132,87.9846,50,3,0,1200,DISC15,60.0,1260.0,premium,DL12345,,email test@gmail.com
RES-01934,C1911,car-17,Compact,2026-03-27 02:08,27-03-2026 22:08,2026-03-31 14:08,Delhi,UPI,38506km,39410km,0.9,26.5842,78.2374,161 kmh,4,0,3000/day,BOGUS99,150.0,3150.0,eco,INVALID,Contact Rahul 9876543210,good service
RES-01935,C7564,CAR 05,Economy,2026-03-13 05:27,2026-03-14 15:27:00,2026-03-15 21:27,kolkata,card,41371km,43029km,76 %,23.58,83.0733,170 kmh,2,0,₹ 800 /day,,40.0,840.0,standard,INVALID,,good service
RES-01936,C5030,CAR-21,Luxury,2026-03-08 05:56,2026/03/10 04:56,2026-03-17 08:56,CHENNAI,card,"53,001km",53602,0.56,19.716585,85.471402,99,5,0,₹1000/day,,50.0,1050.0,standard,INVALID,scratch on door,good service
RES-01937,C5757,CAR-28,SUV,2026-01-12 20:27,13/01/2026 16:27,2026-01-18 22:27,mumbai,card,"43,017km",44768km,54%,13.74,73.9658,94,4,1,₹3000/day,,150.0,3150.0,standard,,scratch on door,
RES-01938,C8899,CAR 22,SUV,2026-02-01 02:45,2026-02-02 03:45,2026-02-03 01:45,Hyderabad,UPI,53564,53953,0.14,16.08,77.556663,87,6,0,800,,40.0,840.0,premium,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01939,C9131,CAR-12,Compact,2026-01-07 05:31,2026-01-07 15:31:00,2026-01-09 14:31,Hyderabad,cash,"85,093 km",86718km,55 %,20.436834,77.9077,72,3,0,1000,SAVE10,50.0,1050.0,eco,,,
RES-01940,C4248,CAR-17 ,Compact,2026-03-25 19:02,2026-03-26 05:02,2026-04-02 00:02,mumbai,UPI,"47,033km","47,581km",48 %,14.127773,76.68,80,5,0,1200,BOGUS99,60.0,1260.0,eco,,,good service
RES-01941,C8349,CAR 10,Economy,2026-01-23 21:46,2026-01-25 09:46,2026-01-28 20:46,delhi,card,32917,"33,714km",81 %,21.3631,86.179256,123 kmh,4,0,₹ 800 /day,BOGUS99,40.0,840.0,standard,,,good service
RES-01942,C6164,CAR-03,Luxury,2026-01-03 09:47,04/01/2026 14:47,2026-01-06 02:47,HYD,UPI,110127km,"111,122 km",77%,17.34,80.6933,153 kmh,2,0,₹3000/day,SAVE10,150.0,3150.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01943,C6853,CAR-03 ,Compact,2026-03-16 02:50,2026-03-19 02:50:00,2026-03-26 14:50,Kolkata,cash,19092km,20834km,62 %,18.6,82.331297,76,3,0,2500/day,BOGUS99,125.0,2625.0,standard,,Contact Rahul 9876543210,
RES-01944,C1606,CAR-20,SUV,2026-03-16 02:05,17-03-2026 11:05,2026-03-19 16:05,Chennai,Card,"27,423 km",27876km,15 %,25.895377,78.1704,171 kmh,2,0,"₹ 3,000 /day",BOGUS99,150.0,3150.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-01945,C8403, CAR-09,Luxury,2026-02-12 23:47,2026/02/14 17:47,2026-02-15 21:47,kolkata,upi,12286km,"13,046km",22%,15.540149,72.3221,171 kmh,2,0,1000/day,SAVE10,50.0,1050.0,standard,,,good service
RES-01946,C1044, CAR-02,Economy,2026-03-17 08:07,2026-03-19 21:07:00,2026-03-25 06:07,Chennai,UPI,86497,"88,468 km",72%,15.3812,77.25,64,1,1,3000/day,SAVE10,150.0,3150.0,eco,,Contact Rahul 9876543210,email test@gmail.com
RES-01947,C5073,CAR 20,Compact,2026-02-09 07:57,09-02-2026 10:57,2026-02-12 12:57,Mumbai,cash,82518km,"82,462 km",0.48,27.1937,72.4473,153 kmh,3,0,1000/day,DISC15,50.0,1050.0,standard,,Contact Rahul 9876543210,email test@gmail.com
RES-01948,C1653,CAR 08,SUV,2026-01-04 00:13,04/01/2026 21:13,2026-01-13 05:13,CHENNAI,wallet,82471km,"82,597km",0.50,27.54,87.595237,129 kmh,2,1,800,DISC15,40.0,840.0,standard,,,email test@gmail.com
RES-01949,C1203,CAR-05 ,SUV,2026-02-02 22:44,2026/02/05 20:44,2026-02-11 16:44,mumbai,UPI,"27,202 km","28,216 km",93%,27.511618,81.748132,148 kmh,2,0,1500/day,BOGUS99,75.0,1575.0,standard,DL12345,,good service
RES-01950,C4878,CAR-11 ,Compact,2026-02-17 06:44,2026-02-18 09:44:00,2026-02-20 17:44,Mumbai,upi,5212km,6439km,10 %,22.075514,84.5199,87,4,0,₹ 800 /day,BOGUS99,40.0,840.0,premium,DL12345,,email test@gmail.com
RES-01951,C1875,CAR-25 ,Luxury,2026-03-16 21:19,19-03-2026 14:19,2026-03-25 02:19,BENGALURU,UPI,54535km,"54,059km",37%,12.1,85.27,40,6,0,2000/day,BOGUS99,,2100.0,standard,DL12345,scratch on door,
RES-01952,C9861, CAR-27,Compact,2026-03-17 17:02,2026/03/18 05:02,2026-03-24 22:02,Bengaluru,upi,22355km,"23,849 km",72 %,13.532775,72.57,88,5,0,₹2500/day,SAVE10,125.0,2625.0,eco,,,
RES-01953,C9800,CAR 09,SUV,2026-03-27 09:51,2026-03-29 04:51:00,2026-03-30 08:51,Chennai,Card,"79,225 km","79,636 km",0.7,26.6543,81.8559,93,6,0,₹2500/day,SAVE10,125.0,2625.0,premium,DL12345,scratch on door,email test@gmail.com
RES-01954,C1529,CAR-10 ,Compact,2026-01-19 08:15,2026-01-21 12:15,2026-01-22 20:15,Mumbai,Card,"41,911km",43178km,0.13,20.938284,74.43,144 kmh,6,0,800/day,DISC15,40.0,840.0,eco,DL12345,scratch on door,email test@gmail.com
RES-01955,C5466, CAR-12,SUV,2026-01-27 05:57,2026-01-29 19:57:00,2026-02-04 00:57,Hyderabad,cash,"82,342 km","84,270km",0.7,14.33,86.3719,41,6,0,800,DISC15,40.0,840.0,eco,,scratch on door,
RES-01956,C8271,CAR-25,SUV,2026-03-28 10:49,2026-03-28 21:49,2026-03-31 03:49,Hyderabad,cash,"38,185km",39943,82 %,12.58,83.297749,50,6,1,"₹ 1,200 /day",,60.0,1260.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-01957,C7348,car-14,Luxury,2026-03-12 19:46,2026-03-15 10:46,2026-03-20 01:46,Mumbai,Card,91949,"93,934 km",92 %,23.1251,81.883,40,2,0,₹ 800 /day,SAVE10,40.0,840.0,standard,INVALID,Contact Rahul 9876543210,
RES-01958,C7297,CAR 03,SUV,2026-03-31 00:24,2026/03/31 18:24,2026-04-01 01:24,blr,Card,38008km,39350,0.45,15.634325,79.4071,152 kmh,3,0,1200,SAVE10,60.0,1260.0,standard,INVALID,scratch on door,email test@gmail.com
RES-01959,C1793,CAR-11,Luxury,2026-03-02 13:58,2026-03-04 17:84:84,2026-03-10 09:58,Mumbai,card,115606km,"117,021 km",0.2,13.44,81.849782,48,0,1,₹ 800 /day,BOGUS99,40.0,840.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-01960,C2437,CAR-21 ,SUV,2026-02-17 11:27,2026/02/20 07:27,2026-02-21 20:27,Bengaluru,UPI,"59,436km",60366,75 %,20.29,74.846188,71,3,0,₹2500/day,BOGUS99,,2625.0,standard,DL12345,,email test@gmail.com
RES-01961,C4887,CAR-21,Compact,2026-01-28 10:02,28/01/2026 18:02,2026-01-30 16:02,Delhi,UPI,"85,601km",85164km,90%,23.1675,78.6787,173 kmh,1,1,1500,,75.0,1575.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-01962,C7078,CAR-19 ,SUV,2026-03-16 21:21,2026-03-19 08:21,2026-03-27 16:21,Mumbai,cash,"54,590km",54664,95%,26.510806,72.665014,127 kmh,2,1,3000/day,,150.0,3150.0,premium,DL12345,Contact Rahul 9876543210,
RES-01963,C8051,car-02,Luxury,2026-03-22 08:25,2026/03/25 05:25,2026-04-02 00:25,delhi,Card,47945,49726,84 %,26.5486,79.484387,100,5,0,2500,SAVE10,125.0,2625.0,standard,DL12345,,email test@gmail.com
RES-01964,C1718, CAR-11,SUV,2026-03-25 16:16,26-03-2026 10:16,2026-04-01 21:16,kolkata,Card,19583km,20298km,0.2,24.32,87.0,149 kmh,3,0,1500,SAVE10,75.0,1575.0,premium,DL12345,scratch on door,good service
RES-01965,C2978,CAR 23,Luxury,2026-01-26 16:05,2026/01/29 16:05,2026-02-05 13:05,delhi,cash,38693km,"40,251km",65 %,24.2957,87.69247,141 kmh,5,0,1500/day,DISC15,75.0,1575.0,eco,,,email test@gmail.com
RES-01966,C3570,car-28,SUV,2026-01-26 05:56,28-01-2026 09:56,2026-02-01 18:56,Mumbai,card,29786km,"31,623 km",73 %,15.7389,77.221733,58,4,1,1200/day,BOGUS99,60.0,1260.0,premium,,,
RES-01967,C4845,CAR-26 ,Economy,2026-03-20 13:03,20-03-2026 15:03,2026-03-24 20:03,Hyderabad,Card,27570,28020km,0.29,17.5857,80.24,169 kmh,6,0,800/day,BOGUS99,40.0,840.0,eco,,scratch on door,good service
RES-01968,C7907,CAR-29 ,Economy,2026-03-10 17:01,2026-03-11 13:88:88,2026-03-18 12:01,Mumbai,Card,105973km,"106,974 km",0.34,25.460409,80.75,134 kmh,5,0,1000/day,BOGUS99,50.0,1050.0,eco,INVALID,,
RES-01969,C2111,car-15,Economy,2026-01-09 10:32,09-01-2026 11:83,2026-01-11 17:32,HYD,UPI,"14,597km","16,229km",91%,13.5888,86.03,125 kmh,5,1,1200,BOGUS99,60.0,1260.0,premium,INVALID,Contact Rahul 9876543210,
